y,x,Linie,Km,BPS,BPS-Name,PerronTyp,P-Nr,P-Lange,Z-Schienenfrei,P-Besonderheit,Bem-Typ,BE-Nr,BE Konstruktion,Bem Konstruktion,BE L=,Flache,Oberflache,Bem Oberflache,Baujahr,BE Besonderes,B-Jahr,Fotos,GO 1 Erf Dtm,GO Mut Dtm,GO IPID,1 Erf Dtm,Mut Dtm,AT-PA-Region,PJ-Produktionsstandort,IH-Region,IH-Niederlassung,B-Region,Kst,Kst-Beschreibung,UEW-Region,UEW-Niederlassung-FB,Abk. Str. Verwaltung,ErfMandant,Status,FNO,FID,IPID,geopos
695821.167,260666.699,769,1.655,WTOE,Winterthur Toss,Hausperron,1,120,ja,,,2,Fertigelement,auf Betonbrett,21,43,Andere,Gitterrost,,,2007,0,0001-01-22T00:53:28+00:53,0001-01-11T00:53:28+00:53,1194131,0001-01-16T00:53:28+00:53,0001-01-27T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,769100,(Winterthur) - Embrach,Ost,Winterthur,SBB CFF,SBB,Bestehend,716,35394125,4060818,"47.4897773225, 8.71015570587"
609659.237,196004.748,460,13.035,WB,Worb SBB,Zwischenperron,1/2,224,nein,,,2,Konventionell fundiert,,128,424,Bituminoeses Mischgut,,,,2005,0,0001-01-23T00:53:28+00:53,0001-01-23T00:53:28+00:53,1348335,0001-01-13T00:53:28+00:53,0001-01-23T00:53:28+00:53,Mitte,Mitte,Mitte,Bern,Mitte,460100,Gumligen Sud - Trubschachen,Mitte,Olten,SBB CFF,SBB,Bestehend,716,35397921,3456769,"46.9150749858, 7.56543349863"
700340.884,262086.341,850,133.777,WHE,Winterthur Hegi,Aussenperron,2,220,ja,,,1,Konventionell fundiert,,85,261,Bituminoeses Mischgut,,,,2006,0,0001-01-14T00:53:28+00:53,0001-01-20T00:53:28+00:53,3834169,0001-01-14T00:53:28+00:53,0001-01-17T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,850450,(Sirnach) - (Winterthur Gruze),Ost,Winterthur,SBB CFF,SBB,Bestehend,716,35377177,3834164,"47.501869329, 8.77044011224"
700255.391,262057.635,850,133.867,WHE,Winterthur Hegi,Aussenperron,2,220,ja,,,2,Brueckenkonstruktion,,20,60,Bituminoeses Mischgut,,,,2006,0,0001-01-14T00:53:28+00:53,0001-01-20T00:53:28+00:53,3834169,0001-01-14T00:53:28+00:53,0001-01-17T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,850450,(Sirnach) - (Winterthur Gruze),Ost,Winterthur,SBB CFF,SBB,Bestehend,716,35377168,3834165,"47.5016242335, 8.76929912719"
648616.623,211819.123,460,74.257,WH,Wolhusen,Mittelperron,2/3,273,ja,,,1,Konventionell fundiert,,273,1358,Verbundstein-Pflaesterung,,,,2002,0,0001-01-13T00:53:28+00:53,0001-01-12T00:53:28+00:53,2143644,0001-01-13T00:53:28+00:53,0001-01-01T00:53:28+00:53,Mitte,NEP,Mitte,Luzern,Mitte,460250,Wolhusen - (Fluhmuhle),Mitte,Luzern,SBB CFF,SBB,Bestehend,716,35389772,2143642,"47.0556170462, 8.07851790695"
722866.57,221997.138,720,56.951,ZB,Ziegelbrucke,Mittelperron,7/8,384,ja,,,2,Fertigelement,,351,2390,Verbundstein-Pflaesterung,,,,2007,0,0001-01-10T00:53:28+00:53,0001-01-18T00:53:28+00:53,1343017,0001-01-25T00:53:28+00:53,0001-01-29T00:53:28+00:53,Ost,Ost,Ost,Rapperswil,Ost,720400,Ziegelbrucke,Ost,Zurich,SBB CFF,SBB,Bestehend,716,35388127,4345237,"47.1375440547, 9.05835968634"
539235.66,181405.896,210,38.973,YV,Yverdon-les-Bains,Hausperron,1,405,ja,,,1,Konventionell fundiert,,335,1774,Bituminoeses Mischgut,,,,,0,0001-01-09T00:53:28+00:53,0001-01-13T00:53:28+00:53,1672532,0001-01-09T00:53:28+00:53,0001-01-13T00:53:28+00:53,West,West,West,Lausanne,West,210200,Yverdon - (Onnens),West,Biel,SBB CFF,SBB,Bestehend,716,35378985,1672516,"46.7810426248, 6.64293463802"
662748.021,244550.75,653,71.706,WO,Wohlen,Mittelperron,2/3,284,ja,,,1,Konventionell fundiert,,289,1609,Bituminoeses Mischgut,,,,,0,0001-01-22T00:53:28+00:53,0001-01-26T00:53:28+00:53,974447,0001-01-22T00:53:28+00:53,0001-01-26T00:53:28+00:53,Mitte,NEP,Mitte,Brugg,Mitte,653100,(Gexi) - Wohlen,Mitte,Basel,SBB CFF,SBB,Bestehend,716,35388091,689067,"47.3488245757, 8.26905922851"
587883.911,191150.629,250,80.254,WUE,Wunnewil,,,0,,,,1,Konventionell fundiert,,174,356,Bituminoeses Mischgut,,,,1980,0,,,,0001-01-05T00:53:28+00:53,0001-01-05T00:53:28+00:53,West,West,West,Lausanne,West,250300,(Fribourg) - (Flamatt),West,Biel,SBB CFF,SBB,Bestehend,716,165788011,12366297,"46.8713683662, 7.27971180853"
588027.467,191250.853,250,80.428,WUE,Wunnewil,,,0,,,,2,Konventionell fundiert,,85,186,Bituminoeses Mischgut,,,,2014,0,,,,0001-01-05T00:53:28+00:53,0001-01-05T00:53:28+00:53,West,West,West,Lausanne,West,250300,(Fribourg) - (Flamatt),West,Biel,SBB CFF,SBB,Bestehend,716,165788020,12366306,"46.8722725257, 7.28159212872"
644024.809,226038.859,500,62.564,WAU,Wauwil,Aussenperron,2,151,ja,,,1,Brueckenkonstruktion,Stahlpfahlfundation,151,448,Beton-Belag,,,,2000,0,0001-01-30T00:53:28+00:53,0001-01-26T00:53:28+00:53,1531343,0001-01-30T00:53:28+00:53,0001-01-26T00:53:28+00:53,Mitte,NEP,Mitte,Olten,Mitte,500650,(Zofingen) - Sursee,Mitte,Olten,SBB CFF,SBB,Bestehend,716,35393246,1531342,"47.1838388343, 8.01946748077"
742331.823,220422.185,890,13.363,WAL,Walenstadt,Mittelperron,3/4,321,ja,,,1,Konventionell fundiert,,321,2089,Bituminoeses Mischgut,,,,2013,0,0001-01-13T00:53:28+00:53,0001-01-16T00:53:28+00:53,1176463,0001-01-07T00:53:28+00:53,0001-01-16T00:53:28+00:53,Ost,Ost,Ost,Rapperswil,Ost,890150,(Sargans) - Tiefenwinkel [Verzw],Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,119874714,3838450,"47.1194808101, 9.31437939007"
686971.819,251965.092,751,8.304,WS,Wallisellen,Mittelperron,3/4,369,ja,,,1,Konventionell fundiert,,314,2197,Bituminoeses Mischgut,,,,2008,0,0001-01-09T00:53:28+00:53,0001-01-21T00:53:28+00:53,963973,0001-01-09T00:53:28+00:53,0001-01-30T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,751150,(Zurich Oerlikon) - Wallisellen,Ost,Winterthur,SBB CFF,SBB,Bestehend,716,35393752,963965,"47.4127534024, 8.59104831358"
742245.042,220450.813,890,13.453,WAL,Walenstadt,Hausperron,2,169,ja,,,1,Konventionell fundiert,,169,578,Bituminoeses Mischgut,,,,2007,0,0001-01-11T00:53:28+00:53,0001-01-16T00:53:28+00:53,3888994,0001-01-11T00:53:28+00:53,0001-01-13T00:53:28+00:53,Ost,Ost,Ost,Rapperswil,Ost,890150,(Sargans) - Tiefenwinkel [Verzw],Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,35382889,3888993,"47.1197568982, 9.31324517828"
725258.019,269827.102,830,18.918,WF,Weinfelden,Mittelperron,3/4,420,ja,,,1,Konventionell fundiert,,399,2325,Verbundstein-Pflaesterung,,,,2000,0,0001-01-18T00:53:28+00:53,0001-01-14T00:53:28+00:53,2367628,0001-01-22T00:53:28+00:53,0001-01-20T00:53:28+00:53,Ost,Ost,Ost,St.Gallen,Ost,840300,Marstetten - Weinfelden,Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,35377513,415300,"47.5671961003, 9.10325354081"
725219.2,269847.575,830,18.874,WF,Weinfelden,Mittelperron,3/4,420,ja,,,2,Konventionell fundiert,,21,127,Verbundstein-Pflaesterung,,,,2000,0,0001-01-18T00:53:28+00:53,0001-01-14T00:53:28+00:53,2367628,0001-01-24T00:53:28+00:53,0001-01-20T00:53:28+00:53,Ost,Ost,Ost,St.Gallen,Ost,840300,Marstetten - Weinfelden,Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,35377505,2316186,"47.5673875927, 9.1027435771"
725779.088,221171.187,890,30.573,WN,Weesen,Mittelperron,3/4,382,ja,,,1,Konventionell fundiert,,387,3137,Bituminoeses Mischgut,,,,1969,0,0001-01-28T00:53:28+00:53,0001-01-09T00:53:28+00:53,1070497,0001-01-28T00:53:28+00:53,0001-01-09T00:53:28+00:53,Ost,Ost,Ost,Rapperswil,Ost,890250,Muhlehorn - (Ziegelbrucke),Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,35388202,1070495,"47.1295691808, 9.0965135667"
702378.297,241615.394,753,18.174,WZ,Wetzikon,Aussenperron,1,218,ja,,,1,Konventionell fundiert,,0,885,Bituminoeses Mischgut,,,,2014,0,0001-01-25T00:53:28+00:53,0001-01-10T00:53:28+00:53,1807477,0001-01-23T00:53:28+00:53,0001-01-23T00:53:28+00:53,Ost,Ost,Ost,Rapperswil,Ost,740200,Wetzikon,Ost,Zurich,SBB CFF,SBB,Bestehend,716,146404877,10553451,"47.3174638693, 8.79278813078"
666099.702,256948.893,703,42.803,WE,Wettingen,Hausperron,1,252,ja,,,1,Konventionell fundiert,,258,593,Bituminoeses Mischgut,,,,1992,0,0001-01-05T00:53:28+00:53,0001-01-14T00:53:28+00:53,1117078,0001-01-05T00:53:28+00:53,0001-01-23T00:53:28+00:53,Ost,NEP,Ost,Zurich,Ost,710500,Wettingen,Ost,Zurich,SBB CFF,SBB,Bestehend,716,35389220,1117077,"47.4600012278, 8.3152456984"
681884.643,216956.606,665,9.48,WCHW,Walchwil,Mittelperron,2/3,239,ja,,,1,Konventionell fundiert,,239,1432,Bituminoeses Mischgut,,,,,0,0001-01-27T00:53:28+00:53,0001-01-20T00:53:28+00:53,1481027,0001-01-27T00:53:28+00:53,0001-01-06T00:53:28+00:53,Mitte,NEP,Sud,Erstfeld,Ost,665100,(Zug) - Walchwil - (Arth-Goldau),Sud,Giubiasco,SBB CFF,SBB,Bestehend,716,35382160,1481026,"47.0985500154, 8.51727352254"
654745.991,251997.25,640,40.256,WI,Wildegg,Zwischenperron,2,204,nein,,,2,Konventionell fundiert,,0,70,Bituminoeses Mischgut,rutschfester Belag,,Provisorisch,2011,0,0001-01-28T00:53:28+00:53,0001-01-10T00:53:28+00:53,1265618,0001-01-10T00:53:28+00:53,0001-01-12T00:53:28+00:53,Mitte,NEP,Mitte,Brugg,Mitte,640100,(Brugg) - (Rupperswil),Mitte,Basel,SBB CFF,SBB,Bestehend,716,35393380,4299262,"47.4165101206, 8.16407415442"
687726.478,239219.977,730,14.493,WIN,Winkel am Zurichsee,Aussenperron,2,320,ja,,,1,Konventionell fundiert,,232,752,Naturstein-Pflaesterung,,,,2002,0,0001-01-19T00:53:28+00:53,0001-01-17T00:53:28+00:53,1651463,0001-01-19T00:53:28+00:53,0001-01-06T00:53:28+00:53,Ost,Ost,Ost,Rapperswil,Ost,730150,(Zurich Tiefenbrunnen) - Herrliberg-Feldmeilen,Ost,Zurich,SBB CFF,SBB,Bestehend,716,35383065,1651462,"47.2980323804, 8.59855029694"
687715.286,239238.798,730,14.471,WIN,Winkel am Zurichsee,Aussenperron,2,320,ja,,,2,Konventionell fundiert,,38,109,Bituminoeses Mischgut,,,,1967,0,0001-01-19T00:53:28+00:53,0001-01-17T00:53:28+00:53,1651463,0001-01-20T00:53:28+00:53,0001-01-06T00:53:28+00:53,Ost,Ost,Ost,Rapperswil,Ost,730150,(Zurich Tiefenbrunnen) - Herrliberg-Feldmeilen,Ost,Zurich,SBB CFF,SBB,Bestehend,716,35383056,2301143,"47.2982031345, 8.59840601518"
687707.223,239233.586,730,14.471,WIN,Winkel am Zurichsee,Aussenperron,1,323,ja,,,1,Konventionell fundiert,,227,662,Naturstein-Pflaesterung,,,,2002,0,0001-01-16T00:53:28+00:53,0001-01-05T00:53:28+00:53,1651437,0001-01-16T00:53:28+00:53,0001-01-06T00:53:28+00:53,Ost,Ost,Ost,Rapperswil,Ost,730150,(Zurich Tiefenbrunnen) - Herrliberg-Feldmeilen,Ost,Zurich,SBB CFF,SBB,Bestehend,716,35386073,1651436,"47.2981573323, 8.59829840266"
696738.152,261722.008,751,25.979,W,Winterthur,Zwischenperron,4/5,418,ja,,,2,Konventionell fundiert,,57,223,Bituminoeses Mischgut,,,,2015,0,0001-01-15T00:53:28+00:53,0001-01-14T00:53:28+00:53,691496,0001-01-16T00:53:28+00:53,0001-01-06T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,751400,Winterthur,Ost,Winterthur,SBB CFF,SBB,Bestehend,716,55565728,4684171,"47.4991331135, 8.7225509234"
688229.405,281291.389,762,52.431,SLF,Schloss Laufen am Rheinfall,Aussenperron,1,178,ja,,,2,Brueckenkonstruktion,,43,96,Beton-Belag,Platten,,,,0,0001-01-18T00:53:28+00:53,0001-01-25T00:53:28+00:53,1277531,0001-01-18T00:53:28+00:53,0001-01-04T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,762140,Dachsen - (Neuhausen),Ost,Winterthur,SBB CFF,SBB,Bestehend,716,35384136,1277529,"47.6763097885, 8.61352762132"
700060.705,280388.088,820,35.534,SCHN,Schlattingen,Hausperron,1,119,ja,,,1,Konventionell fundiert,,119,337,Verbundstein-Pflaesterung,,,,1998,0,0001-01-25T00:53:28+00:53,0001-01-17T00:53:28+00:53,2588649,0001-01-25T00:53:28+00:53,0001-01-17T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,820100,(Etzwilen) - (Schaffhausen),Ost,Winterthur,SBB CFF,SBB,Bestehend,716,35395263,2588650,"47.6664872226, 8.77084637216"
714055.315,231553.147,735,49.233,SCME,Schmerikon,Hausperron,1,271,ja,,,1,Konventionell fundiert,,271,956,Bituminoeses Mischgut,,,,2006,0,0001-01-28T00:53:28+00:53,0001-01-09T00:53:28+00:53,1775612,0001-01-28T00:53:28+00:53,0001-01-17T00:53:28+00:53,Ost,Ost,Ost,Rapperswil,Ost,735150,Uznach - (Rapperswil),Ost,Zurich,SBB CFF,SBB,Bestehend,716,35396963,1775607,"47.2250594643, 8.94464983802"
714055.46,231542.561,735,49.233,SCME,Schmerikon,Aussenperron,2,170,ja,,,2,Konventionell fundiert,,170,476,Bituminoeses Mischgut,,,,2006,0,0001-01-04T00:53:28+00:53,0001-01-17T00:53:28+00:53,3869250,0001-01-04T00:53:28+00:53,0001-01-17T00:53:28+00:53,Ost,Ost,Ost,Rapperswil,Ost,735150,Uznach - (Rapperswil),Ost,Zurich,SBB CFF,SBB,Bestehend,716,35387635,3869249,"47.2249642397, 8.94464906931"
579474.358,110899.986,100,75.235,SAX,Saxon,Hausperron,1,154,ja,,,1,Konventionell fundiert,,154,854,Bituminoeses Mischgut,,,,2005,0,0001-01-09T00:53:28+00:53,0001-01-02T00:53:28+00:53,1674446,0001-01-09T00:53:28+00:53,0001-01-16T00:53:28+00:53,West,West,West,Sion,West,100350,(Martigny) - Sion,West,Sion,SBB CFF,SBB,Bestehend,716,35393594,1674445,"46.1492671412, 7.17298658997"
752630.794,212326.286,880,0.074,SA,Sargans,Aussenperron,7,300,ja,,,1,Konventionell fundiert,,0,1051,Beton-Belag,,,,2011,0,0001-01-23T00:53:28+00:53,0001-01-12T00:53:28+00:53,4364899,0001-01-23T00:53:28+00:53,0001-01-22T00:53:28+00:53,Ost,Ost,Ost,Rapperswil,Ost,890100,Sargans,Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,66438361,4364900,"47.0443876816, 9.44731772026"
688270.748,281313.537,762,52.478,SLF,Schloss Laufen am Rheinfall,Aussenperron,1,178,ja,,,3,Konventionell fundiert,,30,68,Kiessandbelag,,,,,0,0001-01-18T00:53:28+00:53,0001-01-25T00:53:28+00:53,1277531,0001-01-18T00:53:28+00:53,0001-01-04T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,762140,Dachsen - (Neuhausen),Ost,Winterthur,SBB CFF,SBB,Bestehend,716,35384128,1277530,"47.6765033813, 8.61408250107"
610648.013,128638.016,100,112.149,SAL,Salgesch,Hausperron,1,310,ja,,,1,Konventionell fundiert,,31,80,Bituminoeses Mischgut,,,,,0,0001-01-17T00:53:28+00:53,0001-01-13T00:53:28+00:53,2758465,0001-01-13T00:53:28+00:53,0001-01-08T00:53:28+00:53,West,West,West,Sion,West,100490,(Sierre/Siders) - (St. German),West,Sion,SBB CFF,SBB,Bestehend,716,35382291,2758438,"46.30906299, 7.57686489441"
692211.014,248807.47,740,87.138,SCWE,Schwerzenbach ZH,Mittelperron,2/3,320,ja,,,1,Konventionell fundiert,,320,2105,Bituminoeses Mischgut,,,,1969,0,0001-01-12T00:53:28+00:53,0001-01-04T00:53:28+00:53,1807802,0001-01-12T00:53:28+00:53,0001-01-04T00:53:28+00:53,Ost,Ost,Ost,Rapperswil,Ost,740350,Uster - Dubendorf - Chriesbach [Abzw],Ost,Zurich,SBB CFF,SBB,Bestehend,716,35383639,1807804,"47.3836437073, 8.65980843029"
643836.934,200066.253,460,59.994,SCHH,Schupfheim,Mittelperron,2/3,220,ja,,,1,Konventionell fundiert,,220,1255,Verbundstein-Pflaesterung,,,,2006,0,0001-01-28T00:53:28+00:53,0001-01-17T00:53:28+00:53,2753115,0001-01-28T00:53:28+00:53,0001-01-10T00:53:28+00:53,Mitte,NEP,Mitte,Luzern,Mitte,460200,(Trubschachen) - (Wolhusen),Mitte,Luzern,SBB CFF,SBB,Bestehend,716,35395962,2753114,"46.95023494, 8.01447628842"
690692.238,209114.625,600,16.933,SCHW,Schwyz,Mittelperron,2/3,422,ja,,,1,Konventionell fundiert,,422,2700,Bituminoeses Mischgut,,,,1982,0,0001-01-23T00:53:28+00:53,0001-01-15T00:53:28+00:53,974486,0001-01-22T00:53:28+00:53,0001-01-06T00:53:28+00:53,Mitte,NEP,Sud,Erstfeld,Mitte,600210,(Arth-Goldau) - (Gruonbach),Sud,Giubiasco,SBB CFF,SBB,Bestehend,716,35383267,352116,"47.0268722199, 8.63170591875"
699658.26,258060.503,754,7.137,SKY,Sennhof-Kyburg,Hausperron,1,170,ja,,,1,Konventionell fundiert,,25,58,Bituminoeses Mischgut,,,,2000,0,0001-01-27T00:53:28+00:53,0001-01-06T00:53:28+00:53,1839897,0001-01-27T00:53:28+00:53,0001-01-07T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,754150,(Winterthur Seen) - Bauma,Ost,Winterthur,SBB CFF,SBB,Bestehend,716,35394944,4359715,"47.4657701964, 8.76048126871"
628097.373,256950.84,500,21.052,SIS,Sissach,Aussenperron,2,319,ja,,,1,Konventionell fundiert,,319,1422,Unbekannt,,,,2008,0,0001-01-19T00:53:28+00:53,0001-01-07T00:53:28+00:53,4181254,0001-01-19T00:53:28+00:53,0001-01-07T00:53:28+00:53,Mitte,Mitte,Mitte,Basel,Mitte,500350,(Liestal) - (Gelterkinden),Mitte,Basel,SBB CFF,SBB,Bestehend,716,35388778,4181255,"47.4627376375, 7.81126724284"
689976.527,200421.741,600,26.435,SK,Sisikon,Aussenperron,2,120,ja,,,1,Konventionell fundiert,,120,417,Bituminoeses Mischgut,,,,,0,0001-01-23T00:53:28+00:53,0001-01-08T00:53:28+00:53,974490,0001-01-10T00:53:28+00:53,0001-01-06T00:53:28+00:53,Mitte,NEP,Sud,Erstfeld,Mitte,600210,(Arth-Goldau) - (Gruonbach),Sud,Giubiasco,SBB CFF,SBB,Bestehend,716,35395611,278007,"46.9487851323, 8.62056965903"
657427.137,218609.162,500,78.945,SEM,Sempach-Neuenkirch,Aussenperron,2,148,ja,,,1,Konventionell fundiert,,148,378,Bituminoeses Mischgut,,,,,0,0001-01-24T00:53:28+00:53,0001-01-28T00:53:28+00:53,1463702,0001-01-24T00:53:28+00:53,0001-01-07T00:53:28+00:53,Mitte,NEP,Mitte,Luzern,Mitte,500700,(Sursee) - (Hubeli),Mitte,Luzern,SBB CFF,SBB,Bestehend,716,35394033,1463701,"47.1159857417, 8.19533576028"
660353.51,263191.003,702,30.623,SIG,Siggenthal-Wurenlingen,Zwischenperron,1,241,ja,,,1,Konventionell fundiert,,66,240,Kiessandbelag,,,,,0,0001-01-03T00:53:28+00:53,0001-01-03T00:53:28+00:53,1657340,0001-01-03T00:53:28+00:53,0001-01-30T00:53:28+00:53,Ost,NEP,Mitte,Brugg,Ost,702100,(Turgi) - (Koblenz),Mitte,Basel,SBB CFF,SBB,Bestehend,716,35384571,1657339,"47.5166914889, 8.23988960144"
593766.015,119524.664,100,92.319,SIO,Sion,Hausperron,1,336,ja,,,3,Konventionell fundiert,,220,939,Bituminoeses Mischgut,,,,,0,0001-01-21T00:53:28+00:53,0001-01-09T00:53:28+00:53,1631859,0001-01-21T00:53:28+00:53,0001-01-08T00:53:28+00:53,West,West,West,Sion,West,100350,(Martigny) - Sion,West,Sion,SBB CFF,SBB,Bestehend,716,35380486,1631855,"46.2271365703, 7.35784466955"
607085.358,126634.277,100,107.926,SIE,Sierre/Siders,,,0,,,,1,Konventionell fundiert,,419,2680,Bituminoeses Mischgut,,,,,0,,,,0001-01-26T00:53:28+00:53,0001-01-26T00:53:28+00:53,West,West,West,Sion,West,100410,(Sion) - Sierre/Siders,West,Sion,SBB CFF,SBB,Bestehend,716,161022332,12228003,"46.2910848009, 7.5305882875"
638329.602,265785.05,700,58.841,STS,Stein-Sackingen,Mittelperron,4/5,380,ja,,,1,Konventionell fundiert,Auf altem Perron aufgebaut,380,2309,Bituminoeses Mischgut,,,,2008,0,0001-01-15T00:53:28+00:53,0001-01-28T00:53:28+00:53,1570750,0001-01-24T00:53:28+00:53,0001-01-15T00:53:28+00:53,Mitte,NEP,Mitte,Brugg,Mitte,700200,Stein-Sackingen,Mitte,Basel,SBB CFF,SBB,Bestehend,716,35394335,638674,"47.5416739415, 7.9477290113"
715812.046,280411.268,822,45.534,STK,Steckborn,Hausperron,1,120,ja,,,1,Konventionell fundiert,,120,270,Verbundstein-Pflaesterung,,,,1998,0,0001-01-29T00:53:28+00:53,0001-01-31T00:53:28+00:53,2832710,0001-01-29T00:53:28+00:53,0001-01-27T00:53:28+00:53,Ost,Ost,Ost,St.Gallen,Ost,822200,(Stein am Rhein) - (Tagerwilen-Gottlieben),Ost,Winterthur,SBB CFF,SBB,Bestehend,716,35377521,2832712,"47.6641010207, 8.98051805122"
747498.599,255613.559,869,19.078,SGF,St. Gallen St. Fiden,Hausperron,1,249,ja,,,1,Konventionell fundiert,,258,1364,Bituminoeses Mischgut,,,,1900,0,0001-01-16T00:53:28+00:53,0001-01-16T00:53:28+00:53,1320448,0001-01-16T00:53:28+00:53,0001-01-16T00:53:28+00:53,Ost,Ost,Ost,St.Gallen,Ost,880750,St.Gallen St.Fiden - (St.Gallen),Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,35387349,1320460,"47.4347802768, 9.39400097409"
740509.692,252029.821,850,86.43,SGWI,St. Gallen Winkeln,Hausperron,1,217,ja,,,1,Konventionell fundiert,,53,75,Bituminoeses Mischgut,,,,2001,0,0001-01-30T00:53:28+00:53,0001-01-14T00:53:28+00:53,2169202,0001-01-30T00:53:28+00:53,0001-01-15T00:53:28+00:53,Ost,Ost,Ost,St.Gallen,Ost,850200,(St.Gallen) - (Gossau),Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,35388366,2169197,"47.4040863794, 9.30025817459"
758024.057,260981.53,880,62.728,STA,Staad,Aussenperron,1,194,ja,,,2,Konventionell fundiert,,61,183,Bituminoeses Mischgut,,,,2010,0,0001-01-26T00:53:28+00:53,0001-01-01T00:53:28+00:53,1243667,0001-01-04T00:53:28+00:53,0001-01-01T00:53:28+00:53,Ost,Ost,Ost,St.Gallen,Ost,880550,(St.Margrethen) - (Rorschach),Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,35397900,4566452,"47.4805989805, 9.53537336132"
766035.44,258111.234,880,53.641,SMG,St. Margrethen,Hausperron,1,321,ja,,,1,Konventionell fundiert,,333,1593,Bituminoeses Mischgut,,,,1994,0,0001-01-10T00:53:28+00:53,0001-01-26T00:53:28+00:53,3825587,0001-01-24T00:53:28+00:53,0001-01-25T00:53:28+00:53,Ost,Ost,Ost,St.Gallen,Ost,880540,St.Margrethen,Ost,St.Gallen,SBB CFF,SBB,Bestehend,716,35377673,744953,"47.4528192798, 9.64054929556"
565202.562,207149.574,210,79.282,SBL,St-Blaise CFF,Aussenperron,2,188,ja,,,1,Fertigelement,,150,478,Bituminoeses Mischgut,,,,2008,0,0001-01-01T00:53:28+00:53,0001-01-24T00:53:28+00:53,4241383,0001-01-01T00:53:28+00:53,0001-01-24T00:53:28+00:53,West,West,West,Biel/Bienne,West,210400,(Neuchatel) - St-Blaise,West,Biel,SBB CFF,SBB,Bestehend,716,35389156,4241381,"47.0144762251, 6.98098551098"
676065.25,260406.955,761,18.704,STMR,Steinmaur,Hausperron,1,318,ja,,,2,Brueckenkonstruktion,,0,63,Unbekannt,,,,2015,0,0001-01-21T00:53:28+00:53,0001-01-05T00:53:28+00:53,1453942,0001-01-27T00:53:28+00:53,0001-01-08T00:53:28+00:53,Ost,Ost,Ost,Winterthur,Ost,761100,(Oberglatt) - Niederweningen,Ost,Winterthur,SBB CFF,SBB,Bestehend,716,153076610,4684038,"47.4900237775, 8.44798612252"
592462.823,211834.009,260,19.777,SUB,Suberg-Grossaffoltern,Zwischenperron,2/3,231,ja,,,1,Konventionell fundiert,,50,138,Bituminoeses Mischgut,,,,2012,0,0001-01-25T00:53:28+00:53,0001-01-26T00:53:28+00:53,1741279,0001-01-14T00:53:28+00:53,0001-01-26T00:53:28+00:53,Mitte,Mitte,Mitte,Bern,Mitte,260100,(Zollikofen) - (Lyss),Mitte,Olten,SBB CFF,SBB,Bestehend,716,146570136,4737386,"47.0574864533, 7.33942515129"
593819.557,194950.857,250,88.316,THO,Thorishaus Station,Hausperron,1,218,ja,,,1,Konventionell fundiert,,218,713,Bituminoeses Mischgut,,,,2007,0,0001-01-27T00:53:28+00:53,0001-01-01T00:53:28+00:53,1006133,0001-01-27T00:53:28+00:53,0001-01-26T00:53:28+00:53,Mitte,Mitte,Mitte,Bern,Mitte,250350,Flamatt - (Bern),Mitte,Olten,SBB CFF,SBB,Bestehend,716,35383282,1006131,"46.9056347661, 7.35751536406"
593768.667,194844.133,250,88.198,THO,Thorishaus Station,Aussenperron,2/3,220,ja,,,2,Fertigelement,,171,1008,Bituminoeses Mischgut,,,,2013,0,0001-01-27T00:53:28+00:53,0001-01-01T00:53:28+00:53,1006153,0001-01-17T00:53:28+00:53,0001-01-01T00:53:28+00:53,Mitte,Mitte,Mitte,Bern,Mitte,250350,Flamatt - (Bern),Mitte,Olten,SBB CFF,SBB,Bestehend,716,113055154,10915994,"46.9046742774, 7.35684891082"
649935.221,224675.24,500,68.983,SS,Sursee,Mittelperron,2/3,320,ja,,,1,Konventionell fundiert,,319,1806,Bituminoeses Mischgut,,,,2007,0,0001-01-15T00:53:28+00:53,0001-01-28T00:53:28+00:53,2352043,0001-01-15T00:53:28+00:53,0001-01-01T00:53:28+00:53,Mitte,NEP,Mitte,Olten,Mitte,500650,(Zofingen) - Sursee,Mitte,Olten,SBB CFF,SBB,Bestehend,716,35376734,2352042,"47.1711542298, 8.09729178583"
